Date,Sex,Team/ athlete 1 / country,Team/ athlete 2/ country,Sport,Event,Result,Type of result,Position,Qualify?,Record?,
08/03/2012,M,Marcel Lomnicky,Slovakia,Athletics,Men's Hammer Throw Qualifying Rounds,74,metres,15,,,
08/03/2012,W,Louise Hazel,United Kingdom,Athletics,Women's Heptathlon 100m Hurdles,13.48,metres,15,,SB,
08/03/2012,M,Louis Tsatoumas,Greece,Athletics,Men's Long Jump Qualifying rd - Group A,7.53,metres,15,,,
08/03/2012,W,Katarina Johnson-Thompson,United Kingdom,Athletics,Women's Heptathlon 100m Hurdles,13.48,metres,15,,,
08/03/2012,M,Jun Dai,China,Swimming,Men's 1500m Freestyle Heats,15:13.9,time,15,,,
08/03/2012,W,Jenny Mensing,Germany,Swimming,Women's 200m Backstroke Semi-final,02:10.7,time,15,,,
08/03/2012,M,Jakkrit Panichpatikum,Thailand,Shooting,25m Rapid Fire Pistol Men's Qualification,578,points,15,,,
08/03/2012,M,Jakkrit Panichpatikum,Thailand,Shooting,25m Rapid Fire Pistol Men's Qualification - Stage 2,287,points,15,,,
08/03/2012,W,Hanna Demydova,Ukraine,Athletics,Women's Triple Jump Qualifying Rounds,13.97,metres,15,,,
08/03/2012,M,Hakman Kim,"Korea, Republic Of",Shooting,50m Rifle Prone Men's Qualification,594,points,15,,,
08/03/2012,W,Franziska Goltz,Germany,Sailing,Laser Radial - Women's One Person Dinghy - Race 08,15,points,15,,,
08/03/2012,W,Fionnuala Britton,Ireland,Athletics,"Women's 10,000m Final",31:46.7,metres,15,,,
08/03/2012,M,Diogo Ganchinho,Portugal,Gymnastics Trampoline,Men's Qualification,61.44,points,15,,,
08/03/2012,W,Dafne Schippers,Netherlands,Athletics,Women's Heptathlon 100m Hurdles,13.48,metres,15,,,
08/03/2012,W,Chantae Mcmillan,United States,Athletics,Women's Heptathlon High Jump - Group B,1.68,metres,15,,,
08/03/2012,W,Brianne Theisen,Canada,Athletics,Women's Heptathlon,3763,metres,15,,,
08/03/2012,W,Biljana Topic,Srb,Athletics,Women's Triple Jump Qualifying rd - Group B,13.66,metres,15,,,
08/03/2012,W,Anna Santamans,France,Swimming,Women's 50m Freestyle Heats,25.23,time,15,,,
08/03/2012,W,Anna Agrafioti,Greece,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,15,points,15,,,
08/03/2012,W,Andriana Banova,Bulgaria,Athletics,Women's Triple Jump Qualifying rd - Group A,13.33,metres,15,,,
08/03/2012,M,Andrew Murdoch,New Zealand,Sailing,Laser - Men's One Person Dinghy - Race 08,15,points,15,,,
08/03/2012,W,Allison Randall,Jamaica,Athletics,Women's Discus Throw Qualifying rd - Group A,58.06,metres,15,,,
08/03/2012,M,Aleksandr Petrov,Russian Federation,Athletics,Men's Long Jump Qualifying Rounds,7.89,metres,15,,,
08/03/2012,W,Afa Ismail,Maldives,Athletics,Women's 100m Preliminaries,12.52,metres,15,,PB,
08/03/2012,M,Croatia,,Sailing,49er - Men's Skiff - Race 10,15,points,15,,,
08/03/2012,M,Croatia,,Sailing,Star - Men's Keelboat - Race 10,15,points,15,,,
08/03/2012,M,Italy,,Sailing,49er - Men's Skiff - Race 09,15,points,15,,,
08/03/2012,M,Ireland,,Sailing,49er - Men's Skiff - Race 11,15,points,15,,,
08/03/2012,M,Switzerland,,Sailing,Star - Men's Keelboat - Race 09,15,points,15,,,
08/03/2012,W,Spain,,Sailing,470 - Women's Two Person Dinghy - Race 01,15,points,15,,,
08/03/2012,M,Korea,,Sailing,470 - Men's Two Person Dinghy - Race 03,15,points,15,,,
08/03/2012,W,Spain,,Sailing,470 - Women's Two Person Dinghy - Race 02,15,points,15,,,
08/03/2012,M,Greece,,Sailing,470 - Men's Two Person Dinghy - Race 04,15,points,15,,,
08/03/2012,W,Iceland,,Swimming,Women's 4x100m Medley Relay Heats,04:07.1,time,15,,,
08/03/2012,M,Brazil,,Swimming,Men's 4 x 100m Medley Relay Heats,03:37.0,time,15,,,
08/03/2012,W,Marlena Wesh,Haiti,Athletics,Women's 400m rd 1,51.98,metres,14,Q,,
08/03/2012,M,Leford Green,Jamaica,Athletics,Men's 400m Hurdles rd 1,49.3,metres,14,Q,,
08/03/2012,W,Kerron Stewart,Jamaica,Athletics,Women's 100m rd 1,11.08,metres,14,Q,,
08/03/2012,W,Jenna Martin,Canada,Athletics,Women's 400m rd 1,51.98,metres,14,Q,,
08/03/2012,M,Ilham Tanui Ozbilen,Turkey,Athletics,Men's 1500m rd 1,03:39.7,metres,14,Q,,
08/03/2012,W,Olena Fedorova (Ukr),,Diving,Women's 3m Springboard Preliminary,308.7,points,14,Q,,
08/03/2012,M,Zsombor Berecz,Hungary,Sailing,Laser - Men's One Person Dinghy - Race 08,14,points,14,,,
08/03/2012,M,Yuriy Nikitin,Ukraine,Gymnastics Trampoline,Men's Qualification,79.1,points,14,,,
08/03/2012,W,Victoria Poon,Canada,Swimming,Women's 50m Freestyle Heats,25.15,time,14,,,
08/03/2012,W,Uhunoma Osazuwa,Nigeria,Athletics,Women's Heptathlon 100m Hurdles,13.46,metres,14,,,
08/03/2012,*,Tinne Vilhelmson Silfven,Sweden,Equestrian,Dressage Individual Grand Prix,74.271,points,14,,,
08/03/2012,W,Tina Mihelic,Croatia,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,14,points,14,,,
08/03/2012,W,Simona Baumrtova,Czech Republic,Swimming,Women's 200m Backstroke Semi-final,02:10.2,time,14,,,
08/03/2012,W,Sarah Sjostrom,Sweden,Swimming,Women's 50m Freestyle Semi-final,25.08,time,14,,,
08/03/2012,W,Sara Moreira,Portugal,Athletics,"Women's 10,000m Final",31:16.4,metres,14,,PB,
08/03/2012,M,Samuel Vazquez,Puerto Rico,Athletics,Men's 1500m rd 1 - Heat 3,03:49.2,metres,14,,,
08/03/2012,M,Salim Sdiri,France,Athletics,Men's Long Jump Qualifying rd - Group A,7.71,metres,14,,,
08/03/2012,M,Rutger Smith,Netherlands,Athletics,Men's Shot Put Qualifying Rounds,20.08,metres,14,,,
08/03/2012,W,Rocio Comba,Argentina,Athletics,Women's Discus Throw Qualifying rd - Group A,58.98,metres,14,,,
08/03/2012,M,Richard Patterson,New Zealand,Weightlifting,Men's 85kg,336,points,14,,,
08/03/2012,M,Piotr Kula,Poland,Sailing,Finn - Men's One Person Dinghy (Heavyweight) - Race 09,14,points,14,,,
08/03/2012,M,Pavel Kryvitski,Belarus,Athletics,Men's Hammer Throw Qualifying rd - Group A,71.49,metres,14,,,
08/03/2012,W,Patricia Taea,Cook Islands,Athletics,Women's 100m Preliminaries,12.47,metres,14,,SB,
08/03/2012,W,Nathalie Brugger,Swi,Sailing,Laser Radial - Women's One Person Dinghy - Race 08,14,points,14,,,
08/03/2012,M,Nabil Mohammed Al-Garbi,Yemen,Athletics,Men's 1500m rd 1 - Heat 2,03:55.5,metres,14,,SB,
08/03/2012,M,Marcos Chuva,Portugal,Athletics,Men's Long Jump Qualifying rd - Group B,7.55,metres,14,,,
08/03/2012,M,Marcel Buerge,Swi,Shooting,50m Rifle Prone Men's Qualification,594,points,14,,,
08/03/2012,M,Mamadou Barry,Guinea,Athletics,Men's 1500m rd 1 - Heat 1,04:05.1,metres,14,,,
08/03/2012,M,Lorenzo Povegliano,Italy,Athletics,Men's Hammer Throw Qualifying rd - Group B,71.55,metres,14,,,
08/03/2012,W,Limei Xie,China,Athletics,Women's Triple Jump Qualifying rd - Group B,13.69,metres,14,,,
08/03/2012,M,Keith Sanderson,United States,Shooting,25m Rapid Fire Pistol Men's Qualification,578,points,14,,,
08/03/2012,W,Kateryna Karsak,Ukraine,Athletics,Women's Discus Throw Qualifying rd - Group B,58.64,metres,14,,,
08/03/2012,W,Katarina Johnson-Thompson,United Kingdom,Athletics,Women's Heptathlon,3769,metres,14,,,
08/03/2012,W,Karolina Tyminska,Poland,Athletics,Women's Heptathlon Shot Put - Group A,13.74,metres,14,,,
08/03/2012,W,Julia Machtig,Germany,Athletics,Women's Heptathlon High Jump - Group B,1.68,metres,14,,,
08/03/2012,M,Jerome Bortoluzzi,France,Athletics,Men's Hammer Throw Qualifying Rounds,74.15,metres,14,,,
08/03/2012,W,Jennifer Oeser,Germany,Athletics,Women's Heptathlon Shot Put,14.16,metres,14,,SB,
08/03/2012,M,Jeemin Ha,"Korea, Republic Of",Sailing,Laser - Men's One Person Dinghy - Race 07,14,points,14,,,
08/03/2012,W,Irina Litvinenko Ektova,Kazakhstan,Athletics,Women's Triple Jump Qualifying rd - Group A,13.39,metres,14,,,
08/03/2012,W,Grit Sadeiko,Estonia,Athletics,Women's Heptathlon Shot Put - Group B,12.43,metres,14,,,
08/03/2012,M,Eusebio Caceres,Spa,Athletics,Men's Long Jump Qualifying Rounds,7.92,metres,14,,,
08/03/2012,M,Dan Slater,New Zealand,Sailing,Finn - Men's One Person Dinghy (Heavyweight) - Race 10,14,points,14,,,
08/03/2012,M,Damien Joly,France,Swimming,Men's 1500m Freestyle Heats,15:08.5,time,14,,,
08/03/2012,M,Dale Stevenson,Australia,Athletics,Men's Shot Put Qualifying rd - Group A,19.17,metres,14,,,
08/03/2012,M,Daeyoong Kim,"Korea, Republic Of",Shooting,25m Rapid Fire Pistol Men's Qualification - Stage 2,289,points,14,,,
08/03/2012,M,Carl Myerscough,United Kingdom,Athletics,Men's Shot Put Qualifying rd - Group B,18.95,metres,14,,,
08/03/2012,W,Ayanna Alexander,Trinidad and Tobago,Athletics,Women's Triple Jump Qualifying Rounds,14.09,metres,14,,,
08/03/2012,M,Amor Ben Yahia,Tunisia,Athletics,Men's 3000m Steeplechase rd 1,08:22.7,metres,14,,PB,
08/03/2012,M,Spain,,Sailing,49er - Men's Skiff - Race 10,14,points,14,,,
08/03/2012,M,Portugal,,Sailing,Star - Men's Keelboat - Race 10,14,points,14,,,
08/03/2012,M,Ireland,,Sailing,49er - Men's Skiff - Race 09,14,points,14,,,
08/03/2012,M,Japan,,Sailing,49er - Men's Skiff - Race 11,14,points,14,,,
08/03/2012,M,Denmark,,Sailing,Star - Men's Keelboat - Race 09,14,points,14,,,
08/03/2012,W,Australia,,Sailing,470 - Women's Two Person Dinghy - Race 01,14,points,14,,,
08/03/2012,M,Russian Fed.,,Sailing,470 - Men's Two Person Dinghy - Race 03,14,points,14,,,
08/03/2012,W,Poland,,Sailing,470 - Women's Two Person Dinghy - Race 02,14,points,14,,,
08/03/2012,M,Sweden,,Sailing,470 - Men's Two Person Dinghy - Race 04,14,points,14,,,
08/03/2012,W,France,,Swimming,Women's 4x100m Medley Relay Heats,04:05.5,time,14,,,
08/03/2012,M,Italy,,Swimming,Men's 4 x 100m Medley Relay Heats,03:36.9,time,14,,,
08/03/2012,W,Joy Nakhumicha Sakari,Kenya,Athletics,Women's 400m rd 1,51.85,metres,13,Q,SB,
08/03/2012,M,Hamza Driouch,Qatar,Athletics,Men's 1500m rd 1,03:39.7,metres,13,Q,,
08/03/2012,M,Angelo Taylor,United States,Athletics,Men's 400m Hurdles rd 1,49.29,metres,13,Q,,
08/03/2012,W,Francesca Dallape' (Ita),,Diving,Women's 3m Springboard Preliminary,311.25,points,13,Q,,
08/03/2012,W,Yanmei Li,China,Athletics,Women's Triple Jump Qualifying rd - Group A,13.43,metres,13,,,
08/03/2012,M,Tonci Stipanovic,Croatia,Sailing,Laser - Men's One Person Dinghy - Race 08,13,points,13,,,
08/03/2012,W,Tina Mihelic,Croatia,Sailing,Laser Radial - Women's One Person Dinghy - Race 08,13,points,13,,,
08/03/2012,W,Theodora Drakou,Greece,Swimming,Women's 50m Freestyle Heats,25.13,time,13,,,
08/03/2012,M,Teklit Teweldebrhan,Eritrea,Athletics,Men's 1500m rd 1 - Heat 1,03:42.9,metres,13,,,
08/03/2012,W,Tatyana Chernova,Russian Federation,Athletics,Women's Heptathlon Shot Put,14.17,metres,13,,SB,
08/03/2012,W,Tania Elias Calles,Mexico,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,13,points,13,,,
08/03/2012,M,Steffen Uliczka,Germany,Athletics,Men's 3000m Steeplechase rd 1 - Heat 1,08:41.1,metres,13,,,
08/03/2012,M,Stanley Gbagbeke,Nigeria,Athletics,Men's Long Jump Qualifying rd - Group B,7.59,metres,13,,,
08/03/2012,M,Soslan Tsirikhov,Russian Federation,Athletics,Men's Shot Put Qualifying Rounds,20.17,metres,13,,,
08/03/2012,W,Shinoona Salah Al-Habsi,Oman,Athletics,Women's 100m Preliminaries,12.45,metres,13,,,
08/03/2012,M,Safaa Al-Jumaili,Iraq,Weightlifting,Men's 85kg,345,points,13,,,
08/03/2012,M,Ralf Schumann,Germany,Shooting,25m Rapid Fire Pistol Men's Qualification - Stage 2,290,points,13,,,
08/03/2012,M,Rafael Trujillo Villar,Spa,Sailing,Finn - Men's One Person Dinghy (Heavyweight) - Race 09,13,points,13,,,
08/03/2012,M,Quentin Bigot,France,Athletics,Men's Hammer Throw Qualifying rd - Group A,72.42,metres,13,,,
08/03/2012,W,Patricia Mamona,Portugal,Athletics,Women's Triple Jump Qualifying Rounds,14.11,metres,13,,,
08/03/2012,W,Olga Kurban,Russian Federation,Athletics,Women's Heptathlon,3786,metres,13,,,
08/03/2012,M,Odd Arne Brekne,Norway,Shooting,50m Rifle Prone Men's Qualification,594,points,13,,,
08/03/2012,*,Nathalie Zu Sayn - Wittgenstein,Denmark,Equestrian,Dressage Individual Grand Prix,74.924,points,13,,,
08/03/2012,M,Mohamed Mohamed,Somalia,Athletics,Men's 1500m rd 1 - Heat 2,03:46.2,metres,13,,,
08/03/2012,M,Mihail Stamatoyiannis,Greece,Athletics,Men's Shot Put Qualifying rd - Group A,19.24,metres,13,,,
08/03/2012,W,Mayookha Johny,India,Athletics,Women's Triple Jump Qualifying rd - Group B,13.77,metres,13,,,
08/03/2012,W,Lyudmyla Yosypenko,Ukraine,Athletics,Women's Heptathlon Shot Put - Group A,13.9,metres,13,,,
08/03/2012,W,Lisa Uhl,United States,Athletics,"Women's 10,000m Final",31:12.8,metres,13,,PB,
08/03/2012,M,Kim Christensen,Denmark,Athletics,Men's Shot Put Qualifying rd - Group B,19.13,metres,13,,,
08/03/2012,W,Jennifer Oeser,Germany,Athletics,Women's Heptathlon 100m Hurdles,13.42,metres,13,,SB,
08/03/2012,W,Jennifer Oeser,Germany,Athletics,Women's Heptathlon High Jump,1.8,metres,13,,,
08/03/2012,W,Hanna Melnychenko,Ukraine,Athletics,Women's Heptathlon High Jump,1.8,metres,13,,,
08/03/2012,M,Gabriele Detti,Italy,Swimming,Men's 1500m Freestyle Heats,15:06.2,time,13,,,
08/03/2012,M,Filippo Baldassari,Italy,Sailing,Finn - Men's One Person Dinghy (Heavyweight) - Race 10,13,points,13,,,
08/03/2012,M,Emil Milev,United States,Shooting,25m Rapid Fire Pistol Men's Qualification,578,points,13,,,
08/03/2012,W,Ellen Sprunger,Swi,Athletics,Women's Heptathlon Shot Put - Group B,12.62,metres,13,,,
08/03/2012,W,Eliska Klucinova,Czech Republic,Athletics,Women's Heptathlon High Jump,1.8,metres,13,,,
08/03/2012,M,Eivind Henriksen,Norway,Athletics,Men's Hammer Throw Qualifying Rounds,74.62,metres,13,,,
08/03/2012,W,Duane Da Rocha Marce,Spa,Swimming,Women's 200m Backstroke Semi-final,02:09.9,time,13,,,
08/03/2012,W,Denia Caballero,Cuba,Athletics,Women's Discus Throw Qualifying rd - Group B,58.78,metres,13,,,
08/03/2012,M,David Soderberg,Finland,Athletics,Men's Hammer Throw Qualifying rd - Group B,71.76,metres,13,,,
08/03/2012,M,Ciaran O'lionaird,Ireland,Athletics,Men's 1500m rd 1 - Heat 3,03:48.3,metres,13,,SB,
08/03/2012,M,Christian Reif,Germany,Athletics,Men's Long Jump Qualifying Rounds,7.92,metres,13,,,
08/03/2012,W,Cate Campbell,Australia,Swimming,Women's 50m Freestyle Semi-final,25.01,time,13,,,
08/03/2012,M,Blake Gaudry,Australia,Gymnastics Trampoline,Men's Qualification,84.255,points,13,,,
08/03/2012,W,Aretha Thurmond,United States,Athletics,Women's Discus Throw Qualifying rd - Group A,59.39,metres,13,,,
08/03/2012,M,Andrew Murdoch,New Zealand,Sailing,Laser - Men's One Person Dinghy - Race 07,13,points,13,,,
08/03/2012,M,Alyn Camara,Germany,Athletics,Men's Long Jump Qualifying rd - Group A,7.72,metres,13,,,
08/03/2012,M,Alex Genest,Canada,Athletics,Men's 3000m Steeplechase rd 1,08:22.6,metres,13,,SB,
08/03/2012,M,Poland,,Sailing,49er - Men's Skiff - Race 10,13,points,13,,,
08/03/2012,M,Canada,,Sailing,Star - Men's Keelboat - Race 10,13,points,13,,,
08/03/2012,M,Denmark,,Sailing,49er - Men's Skiff - Race 09,13,points,13,,,
08/03/2012,M,Italy,,Sailing,49er - Men's Skiff - Race 11,13,points,13,,,
08/03/2012,M,Poland,,Sailing,Star - Men's Keelboat - Race 09,13,points,13,,,
08/03/2012,W,Poland,,Sailing,470 - Women's Two Person Dinghy - Race 01,13,points,13,,,
08/03/2012,M,Germany,,Sailing,470 - Men's Two Person Dinghy - Race 03,13,points,13,,,
08/03/2012,W,Denmark,,Sailing,470 - Women's Two Person Dinghy - Race 02,13,points,13,,,
08/03/2012,M,Russian Fed.,,Sailing,470 - Men's Two Person Dinghy - Race 04,13,points,13,,,
08/03/2012,W,Spain,,Swimming,Women's 4x100m Medley Relay Heats,04:03.0,time,13,,,
08/03/2012,M,South Africa,,Swimming,Men's 4 x 100m Medley Relay Heats,03:35.2,time,13,,,
08/03/2012,M,Valery Sviatokha,Belarus,Athletics,Men's Hammer Throw Qualifying Rounds,74.69,metres,12,Q,,
08/03/2012,M,Sebastian Bayer,Germany,Athletics,Men's Long Jump Qualifying Rounds,7.92,metres,12,Q,,
08/03/2012,W,Sanya Richards-Ross,United States,Athletics,Women's 400m rd 1,51.78,metres,12,Q,,
08/03/2012,M,Mohammed Shaween,Saudi Arabia,Athletics,Men's 1500m rd 1,03:39.4,metres,12,Q,SB,
08/03/2012,M,Ming-Huang Chang,"Taiwan, Province Of China",Athletics,Men's Shot Put Qualifying Rounds,20.25,metres,12,Q,,
08/03/2012,W,Marija Sestak,Slovenia,Athletics,Women's Triple Jump Qualifying Rounds,14.16,metres,12,Q,,
08/03/2012,W,Nora Subschinski (Ger),,Diving,Women's 3m Springboard Preliminary,311.7,points,12,Q,,
08/03/2012,W,Zaneta Glanc,Poland,Athletics,Women's Discus Throw Qualifying rd - Group A,59.88,metres,12,,,
08/03/2012,M,Zach Railey,United States,Sailing,Finn - Men's One Person Dinghy (Heavyweight) - Race 09,12,points,12,,,
08/03/2012,W,Yana Maksimava,Belarus,Athletics,Women's Heptathlon Shot Put - Group A,14.09,metres,12,,,
08/03/2012,M,Viachaslau Modzel,Belarus,Gymnastics Trampoline,Men's Qualification,103.88,points,12,,,
08/03/2012,W,Svetlana Bolshakova,Belgium,Athletics,Women's Triple Jump Qualifying rd - Group B,13.84,metres,12,,,
08/03/2012,M,Stuart Stokes,United Kingdom,Athletics,Men's 3000m Steeplechase rd 1 - Heat 3,08:43.0,metres,12,,,
08/03/2012,M,Roman Bondaruk,Ukraine,Shooting,25m Rapid Fire Pistol Men's Qualification,579,points,12,,,
08/03/2012,M,Povilas Mykolaitis,Lithuania,Athletics,Men's Long Jump Qualifying rd - Group B,7.61,metres,12,,,
08/03/2012,M,Pitaya Tibnoke,Thailand,Weightlifting,Men's 85kg,348,points,12,,,
08/03/2012,M,Pavlos Kontides,Cyprus,Sailing,Laser - Men's One Person Dinghy - Race 07,12,points,12,,,
08/03/2012,M,Paul Goodison,United Kingdom,Sailing,Laser - Men's One Person Dinghy - Race 08,12,points,12,,,
08/03/2012,M,Mohamed Khaled Belabbas,Algeria,Athletics,Men's 3000m Steeplechase rd 1,08:22.3,metres,12,,SB,
08/03/2012,M,Ming-Huang Chang,"Taiwan, Province Of China",Athletics,Men's Shot Put Final,19.99,metres,12,,,
08/03/2012,W,Martina Pretelli,San Marino,Athletics,Women's 100m Preliminaries,12.41,metres,12,,,
08/03/2012,W,Lyudmyla Yosypenko,Ukraine,Athletics,Women's Heptathlon High Jump,1.83,metres,12,,SB,
08/03/2012,W,Laura Ikauniece,Latvia,Athletics,Women's Heptathlon Shot Put - Group B,12.64,metres,12,,,
08/03/2012,W,Krystal Weir,Australia,Sailing,Laser Radial - Women's One Person Dinghy - Race 08,12,points,12,,,
08/03/2012,W,Kristina Savitskaya,Russian Federation,Athletics,Women's Heptathlon 100m Hurdles,13.37,metres,12,,PB,
08/03/2012,W,Khadija Mohammad,United Arab Emirates,Weightlifting,Women's 75kg,113,points,12,,,
08/03/2012,M,Kemal Mesic,Bosnia and Herzegovina,Athletics,Men's Shot Put Qualifying rd - Group A,19.6,metres,12,,,
08/03/2012,M,Keith Sanderson,United States,Shooting,25m Rapid Fire Pistol Men's Qualification - Stage 2,290,points,12,,,
08/03/2012,W,Karen Gallardo,Chile,Athletics,Women's Discus Throw Qualifying rd - Group B,60.09,metres,12,,SB,
08/03/2012,W,Jessica Samuelsson,Sweden,Athletics,Women's Heptathlon Shot Put,14.18,metres,12,,,
08/03/2012,W,Jessica Hardy,United States,Swimming,Women's 50m Freestyle Heats,24.99,time,12,,,
08/03/2012,W,Jennifer Oeser,Germany,Athletics,Women's Heptathlon,3789,metres,12,,,
08/03/2012,W,Jennifer Oeser,Germany,Athletics,Women's Heptathlon High Jump - Group A,1.8,metres,12,,,
08/03/2012,W,Jeanette Ottesen Gray,Denmark,Swimming,Women's 50m Freestyle Semi-final,24.99,time,12,,,
08/03/2012,W,Janet Cherobon-Bawcom,United States,Athletics,"Women's 10,000m Final",31:12.7,metres,12,,PB,
08/03/2012,M,Jamale Aarrass,France,Athletics,Men's 1500m rd 1 - Heat 2,03:45.1,metres,12,,,
08/03/2012,M,Igors Sokolovs,Latvia,Athletics,Men's Hammer Throw Qualifying rd - Group A,72.76,metres,12,,,
08/03/2012,W,Hanna Melnychenko,Ukraine,Athletics,Women's Heptathlon High Jump - Group A,1.8,metres,12,,,
08/03/2012,M,Greg Douglas,Canada,Sailing,Finn - Men's One Person Dinghy (Heavyweight) - Race 10,12,points,12,,,
08/03/2012,M,Gergely Gyurta,Hungary,Swimming,Men's 1500m Freestyle Heats,15:04.2,time,12,,,
08/03/2012,W,Eliska Klucinova,Czech Republic,Athletics,Women's Heptathlon High Jump - Group A,1.8,metres,12,,,
08/03/2012,W,Daryna Zevina,Ukraine,Swimming,Women's 200m Backstroke Semi-final,02:09.7,time,12,,,
08/03/2012,M,Damar Forbes,Jamaica,Athletics,Men's Long Jump Qualifying rd - Group A,7.79,metres,12,,,
08/03/2012,W,Cecilia Carranza Saroli,Argentina,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,12,points,12,,,
08/03/2012,M,Artem Khadjibekov,Russian Federation,Shooting,50m Rifle Prone Men's Qualification,595,points,12,,,
08/03/2012,M,Antonin Zalsky,Czech Republic,Athletics,Men's Shot Put Qualifying rd - Group B,19.62,metres,12,,,
08/03/2012,*,Anna Kasprzak,Denmark,Equestrian,Dressage Individual Grand Prix,75.289,points,12,,,
08/03/2012,M,Andreas Vojta,Austria,Athletics,Men's 1500m rd 1 - Heat 3,03:43.5,metres,12,,,
08/03/2012,M,Alvaro Rodriguez,Spa,Athletics,Men's 1500m rd 1 - Heat 1,03:41.5,metres,12,,,
08/03/2012,W,Aleksandra Kotlyarova,Uzbekistan,Athletics,Women's Triple Jump Qualifying rd - Group A,13.55,metres,12,,,
08/03/2012,M,Alberto Paulo,Portugal,Athletics,Men's 3000m Steeplechase rd 1 - Heat 1,08:40.7,metres,12,,,
08/03/2012,M,Abdelaziz Merzougui,Spa,Athletics,Men's 3000m Steeplechase rd 1 - Heat 2,08:58.2,metres,12,,,
08/03/2012,M,A G Kruger,United States,Athletics,Men's Hammer Throw Qualifying rd - Group B,72.13,metres,12,,,
08/03/2012,M,Portugal,,Sailing,49er - Men's Skiff - Race 10,12,points,12,,,
